Objective,Principle,PrincipleTitle,AreaID,AreaTitle,Status,IGP
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Not Achieved,Data relating to the security and operation of network and information systems supporting your essential function(s) is not collected.
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Not Achieved,You are not able to audit the activities of users and systems in relation to network and information systems supporting your essential function(s).
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Not Achieved,You do not monitor traffic crossing your network boundary.
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Not Achieved,Log data cannot be synchronised using an accurate common time source.
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Not Achieved,Logs are stored in locations where they are not readily available to authorised users and systems.
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Not Achieved,Your monitoring tools cannot be configured to make use of new log streams as they come online.
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Not Achieved,Your monitoring tools are only able to make use of a fraction of the log data being collected.
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Not Achieved,You do not understand where log data is stored or how long it should be stored for.
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Not Achieved,You have no way of ensuring log data is being captured as expected and available when needed.
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Partially Achieved,Data relating to the security and operation of some areas of network and information systems supporting your essential function(s) is collected but coverage is not comprehensive.
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Partially Achieved,"Some user and system monitoring is done, but not covering a fully agreed list of suspicious or undesirable behaviour. "
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Partially Achieved,You monitor traffic crossing your network boundary (including IP address connections as a minimum).
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Partially Achieved,Some but not all log datasets can be easily queried with search tools to aid in investigations.
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Partially Achieved,"Your monitoring tools work with most log data, with some configuration."
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Partially Achieved,Your monitoring tools can make use of log data that would capture all common threats.
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Partially Achieved,You ensure log data is available for analysis when needed.
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Achieved,"Monitoring is based on a thorough understanding of network and information systems supporting your essential function(s), techniques used by threat actors, and awareness of what logging and monitoring is required to detect events and incidents that could affect the operation of your essential function(s). "
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Achieved,"Your monitoring data provides enough detail to promptly and reliably detect security events, incidents and support investigations. This is reviewed regularly and after a significant security event. "
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Achieved,"Extensive monitoring of user and system activity in relation to network and information systems that support your essential function(s) enables you to promptly detect policy violations, suspicious or undesirable user and system behaviour, deviations from normal / routine behaviour or abnormalities indicative of adverse activity."
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Achieved,Your logging and monitoring capability includes host-based and network monitoring.
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Achieved,All new network and information systems supporting your essential function(s) are considered as potential logging and monitoring data sources to maintain a comprehensive monitoring capability.
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Achieved,Log datasets are synchronised including using an accurate common time source so that separate datasets can be correlated in appropriate ways.
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Achieved,You enrich log data with other network and information systems data to provide a more comprehensive picture of actions and behaviours.
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Achieved,Your monitoring tools make use of log data to pinpoint activity.
C,C1,Security Monitoring,C1.a,Sources and Tools for Logging and Monitoring,Achieved,You regularly review the data sources and tools included in your logging and monitoring strategy to ensure it remains effective.
C,C1,Security Monitoring,C1.b,Securing Logs,Not Achieved,It is possible for log data to be easily edited or deleted by unauthorised users / systems or attackers.
C,C1,Security Monitoring,C1.b,Securing Logs,Not Achieved,There is no control of the users and systems that can access log data.
C,C1,Security Monitoring,C1.b,Securing Logs,Not Achieved,There is no monitoring of the access to log data.
C,C1,Security Monitoring,C1.b,Securing Logs,Not Achieved,There are no policies covering access to log data.
C,C1,Security Monitoring,C1.b,Securing Logs,Partially Achieved,Only authorised users and systems can access log data.
C,C1,Security Monitoring,C1.b,Securing Logs,Partially Achieved,"There is some monitoring of access to log data (e.g. copying, deleting or modification, or even viewing)."
C,C1,Security Monitoring,C1.b,Securing Logs,Partially Achieved,You have defined and implemented retention periods for log data.
C,C1,Security Monitoring,C1.b,Securing Logs,Partially Achieved,You have given legitimate reasons for accessing log data in your policies.
C,C1,Security Monitoring,C1.b,Securing Logs,Achieved,Appropriate access to log data is limited to those users and systems with a business need. 
C,C1,Security Monitoring,C1.b,Securing Logs,Achieved,"The logging architecture has mechanisms, policies, processes and procedures to ensure that it can protect itself from threats comparable to those that it is trying to identify. This includes protecting the function itself and the data within it."
C,C1,Security Monitoring,C1.b,Securing Logs,Achieved,Log data analysis and normalisation is only performed on copies of the log data keeping the master copy unaltered.
C,C1,Security Monitoring,C1.b,Securing Logs,Achieved,"All actions involving log data (e.g. copying, deleting, modification, or even viewing) can be traced back to a unique user or system."
C,C1,Security Monitoring,C1.b,Securing Logs,Achieved,"The integrity of log data is protected, verified and any modification, including deletion, is detected and attributed."
C,C1,Security Monitoring,C1.c,Generating Alerts,Not Achieved,"You do not apply updates to your detection security technologies in a timely way, after receiving them (e.g. AV signature updates, other threat signatures or Indicators of Compromise (IoCs))."
C,C1,Security Monitoring,C1.c,Generating Alerts,Not Achieved,Security alerts relating to network and information systems supporting your essential function(s) are not prioritised.
C,C1,Security Monitoring,C1.c,Generating Alerts,Not Achieved,The enrichment of security alerts within network and information systems supporting your essential function(s) cannot be performed.
C,C1,Security Monitoring,C1.c,Generating Alerts,Not Achieved,"You do not confidently detect the presence of IoCs on network and information systems supporting your essential function(s), such as known malicious command and control signatures (e.g. because applying the indicator is difficult or your log data is not sufficiently detailed)."
C,C1,Security Monitoring,C1.c,Generating Alerts,Not Achieved,You do not monitor for user or system abnormalities indicative of adverse activity. 
C,C1,Security Monitoring,C1.c,Generating Alerts,Not Achieved,Logs are monitored infrequently.
C,C1,Security Monitoring,C1.c,Generating Alerts,Partially Achieved,"You easily detect the presence of Indicators of Compromise (IoCs) on network and information systems supporting your essential function(s), such as known malicious command and control signatures."
C,C1,Security Monitoring,C1.c,Generating Alerts,Partially Achieved,"You apply some updates, new signatures and IoCs in a timely way."
C,C1,Security Monitoring,C1.c,Generating Alerts,Partially Achieved,Security alerts relating to network and information systems that support your essential function(s) are prioritised.
C,C1,Security Monitoring,C1.c,Generating Alerts,Partially Achieved,The enrichment of alerts within network and information systems supporting your essential function(s) is performed but not as part of the original alert.
C,C1,Security Monitoring,C1.c,Generating Alerts,Partially Achieved,Detections and alerting rely on off the shelf tooling without customisation or users reporting events and potential incidents.
C,C1,Security Monitoring,C1.c,Generating Alerts,Partially Achieved,There is a documented and shared process for all users who support the operation of the essential function to report events and potential security incidents.
C,C1,Security Monitoring,C1.c,Generating Alerts,Partially Achieved,"Where appropriate, detections and alerting result in automated actions being taken. (e.g. malware identified by AV is quarantined)."
C,C1,Security Monitoring,C1.c,Generating Alerts,Partially Achieved,You monitor on an irregular basis for user or system abnormalities indicative of adverse activity.
C,C1,Security Monitoring,C1.c,Generating Alerts,Partially Achieved,Logs are monitored at regular intervals.
C,C1,Security Monitoring,C1.c,Generating Alerts,Achieved,"You easily detect the presence of Indicators of Compromise (IoCs) on network and information systems supporting your essential function(s), such as known malicious command and control signatures, as well as abnormalities or behaviours indicative of adverse activity. "
C,C1,Security Monitoring,C1.c,Generating Alerts,Achieved,"You apply all updates, new signatures and IoCs promptly."
C,C1,Security Monitoring,C1.c,Generating Alerts,Achieved,Security alerts relating to all network and information systems supporting your essential function(s) are prioritised and this information is used to support incident management.
C,C1,Security Monitoring,C1.c,Generating Alerts,Achieved,Alerts are routinely enriched within network and information systems supporting your essential function(s). The enrichment of these alerts is performed in almost real time and as part of the original alert.
C,C1,Security Monitoring,C1.c,Generating Alerts,Achieved,"Alerts and the underlying detections are regularly reviewed and tested to ensure they are generated promptly and reliably, and it is possible to distinguish genuine security incidents from false alarms."
C,C1,Security Monitoring,C1.c,Generating Alerts,Achieved,Alerts and the underlying detection rules are customisable and tuned to reduce false positives as well as optimising responses.
C,C1,Security Monitoring,C1.c,Generating Alerts,Achieved,Detections and alerting may use off the shelf tooling and rules as well as custom tooling and / or rules. 
C,C1,Security Monitoring,C1.c,Generating Alerts,Achieved,You continuously monitor for user and system abnormalities indicative of adverse activity generating alerts based on the results of such monitoring.
C,C1,Security Monitoring,C1.c,Generating Alerts,Achieved,Logs are monitored continuously in near real time.
C,C1,Security Monitoring,C1.d,Triage of Security Alerts,Not Achieved,"You do not triage alerts from your detection security technologies (e.g. AV, IDS)."
C,C1,Security Monitoring,C1.d,Triage of Security Alerts,Not Achieved,You do not categorise alerts and incidents by type and priority / severity level.
C,C1,Security Monitoring,C1.d,Triage of Security Alerts,Not Achieved,You do not have Standard Operating Procedures (SOPs) / Playbooks / Runbooks available for use during triage.
C,C1,Security Monitoring,C1.d,Triage of Security Alerts,Not Achieved,You do not keep records of triage performed.
C,C1,Security Monitoring,C1.d,Triage of Security Alerts,Not Achieved,You do not have a sufficient understanding of normal user or system behaviour to make effective decisions within triage.
C,C1,Security Monitoring,C1.d,Triage of Security Alerts,Partially Achieved,You investigate and triage alerts from some security tools and take action.
C,C1,Security Monitoring,C1.d,Triage of Security Alerts,Partially Achieved,"You have created, made available and use when appropriate, Standard Operating Procedures (SOPs) / Playbooks / Runbooks covering the most common use cases. These are regularly reviewed to ensure they remain effective."
C,C1,Security Monitoring,C1.d,Triage of Security Alerts,Partially Achieved,You perform some triage and actions taken by monitoring and detection personnel are recorded.
C,C1,Security Monitoring,C1.d,Triage of Security Alerts,Partially Achieved,You categorise alerts and incidents by type and priority / severity level.
C,C1,Security Monitoring,C1.d,Triage of Security Alerts,Partially Achieved,Your understanding of normal user or system behaviour informs your decision making within triage.
C,C1,Security Monitoring,C1.d,Triage of Security Alerts,Achieved,You investigate and triage alerts from all security tools and take action.
C,C1,Security Monitoring,C1.d,Triage of Security Alerts,Achieved,"You have created, made available and use when appropriate, Standard Operating Procedures (SOPs) / Playbooks / Runbooks covering all plausible use cases. These are regularly reviewed to ensure they remain effective."
C,C1,Security Monitoring,C1.d,Triage of Security Alerts,Achieved,You categorise alerts and incidents by type and priority / severity level.
C,C1,Security Monitoring,C1.d,Triage of Security Alerts,Achieved,You document all triage related activities performed by monitoring and detection personnel and these are used to drive improvements.
C,C1,Security Monitoring,C1.d,Triage of Security Alerts,Achieved,Triage provides enough information for subsequent activities to be prioritised (e.g. the containment of damaging malware).
C,C1,Security Monitoring,C1.d,Triage of Security Alerts,Achieved,"Your understanding of normal user and system behaviour, and threats, is sufficient for effective decision making within triage."
C,C1,Security Monitoring,C1.e,Personnel Skills for Monitoring and Detection,Not Achieved,There are no personnel who perform a monitoring and detection function.
C,C1,Security Monitoring,C1.e,Personnel Skills for Monitoring and Detection,Not Achieved,Monitoring and detection personnel do not have the correct specialist skills.
C,C1,Security Monitoring,C1.e,Personnel Skills for Monitoring and Detection,Not Achieved,Monitoring and detection personnel are not capable of reporting against governance requirements. 
C,C1,Security Monitoring,C1.e,Personnel Skills for Monitoring and Detection,Not Achieved,"Monitoring and detection personnel have a lack of awareness of the essential function(s) the organisation provides, what assets relate to those functions and hence the importance of the log data and security events. "
C,C1,Security Monitoring,C1.e,Personnel Skills for Monitoring and Detection,Not Achieved,Monitoring and detection personnel have no awareness of other roles or tasks outside of security monitoring and detection that are relevant to the operation of your essential function(s).
C,C1,Security Monitoring,C1.e,Personnel Skills for Monitoring and Detection,Not Achieved,Monitoring and detection personnel are overwhelmed with the amount of data and alerts they have to work with. Alert / triage fatigue is present.
C,C1,Security Monitoring,C1.e,Personnel Skills for Monitoring and Detection,Partially Achieved,Monitoring and detection personnel have some investigative skills and a basic understanding of the data they need to work with.
C,C1,Security Monitoring,C1.e,Personnel Skills for Monitoring and Detection,Partially Achieved,"Monitoring and detection personnel can report to other parts of the organisation (e.g. security directors, resilience managers)."
C,C1,Security Monitoring,C1.e,Personnel Skills for Monitoring and Detection,Partially Achieved,Monitoring and detection personnel are capable of following most of the required workflow(s).
C,C1,Security Monitoring,C1.e,Personnel Skills for Monitoring and Detection,Partially Achieved,"Monitoring and detection personnel are aware of some of the network and information systems and your essential function(s), and can manage alerts relating to them."
C,C1,Security Monitoring,C1.e,Personnel Skills for Monitoring and Detection,Partially Achieved,"Monitoring and detection personnel have some understanding of the operational context (e.g. people, processes, network and information systems that support your essential function(s)) to enhance the security monitoring function."
C,C1,Security Monitoring,C1.e,Personnel Skills for Monitoring and Detection,Partially Achieved,Monitoring and detection personnel deal with their workload and cases effectively.
C,C1,Security Monitoring,C1.e,Personnel Skills for Monitoring and Detection,Achieved,"You have monitoring and detection personnel who are responsible for the proactive and reactive analysis, investigation and reporting of monitoring alerts including both security and performance."
C,C1,Security Monitoring,C1.e,Personnel Skills for Monitoring and Detection,Achieved,Monitoring and detection personnel have defined roles and skills that cover all parts of the monitoring and investigation process.
C,C1,Security Monitoring,C1.e,Personnel Skills for Monitoring and Detection,Achieved,"Monitoring and detection personnel follow policies, processes and procedures that address all governance reporting requirements, internal and external."
C,C1,Security Monitoring,C1.e,Personnel Skills for Monitoring and Detection,Achieved,Monitoring and detection personnel are empowered to look beyond the fixed process to investigate and understand non-standard threats. 
C,C1,Security Monitoring,C1.e,Personnel Skills for Monitoring and Detection,Achieved,"Monitoring and detection personnel are aware of the network and information systems and your essential function(s), related assets and can identify and prioritise alerts and investigations that relate to them."
C,C1,Security Monitoring,C1.e,Personnel Skills for Monitoring and Detection,Achieved,Monitoring and detection personnel drive and shape new log data collection and can make effective use of it.
C,C1,Security Monitoring,C1.e,Personnel Skills for Monitoring and Detection,Achieved,Monitoring and detection personnel are capable of following all of the required workflow(s). 
C,C1,Security Monitoring,C1.e,Personnel Skills for Monitoring and Detection,Achieved,"Monitoring and detection personnel have a sufficient understanding of the operational context (e.g. people, processes, network and information systems that support your essential function) to enhance the security monitoring function."
C,C1,Security Monitoring,C1.e,Personnel Skills for Monitoring and Detection,Achieved,Monitoring and detection personnel deal with their workload and cases effectively as well as identifying areas for improvement.
C,C1,Security Monitoring,C1.f,"Understanding Users and Systems Behaviour, and Threat Intelligence (within Security Monitoring)",Not Achieved,Your organisation has no sources of threat intelligence.
C,C1,Security Monitoring,C1.f,"Understanding Users and Systems Behaviour, and Threat Intelligence (within Security Monitoring)",Not Achieved,You do not evaluate the usefulness of your threat intelligence or share feedback with providers or other users.
C,C1,Security Monitoring,C1.f,"Understanding Users and Systems Behaviour, and Threat Intelligence (within Security Monitoring)",Not Achieved,You have no awareness of the steps necessary to make best use of threat intelligence for security monitoring.
C,C1,Security Monitoring,C1.f,"Understanding Users and Systems Behaviour, and Threat Intelligence (within Security Monitoring)",Not Achieved,Threat intelligence is unreliable and / or is not actioned by the appropriate users or systems in a timely manner.
C,C1,Security Monitoring,C1.f,"Understanding Users and Systems Behaviour, and Threat Intelligence (within Security Monitoring)",Not Achieved,You have no established understanding of what abnormalities to look for that might signify adverse activities.
C,C1,Security Monitoring,C1.f,"Understanding Users and Systems Behaviour, and Threat Intelligence (within Security Monitoring)",Not Achieved,"You do not receive updates for all your detection security technologies (e.g. AV, IDS)."
C,C1,Security Monitoring,C1.f,"Understanding Users and Systems Behaviour, and Threat Intelligence (within Security Monitoring)",Not Achieved,You do not understand normal user and system behaviour sufficiently to be able to use abnormalities to detect adverse activity.
C,C1,Security Monitoring,C1.f,"Understanding Users and Systems Behaviour, and Threat Intelligence (within Security Monitoring)",Partially Achieved,You know how effective your threat intelligence is (e.g. by tracking how threat intelligence helps you identify security incidents).
C,C1,Security Monitoring,C1.f,"Understanding Users and Systems Behaviour, and Threat Intelligence (within Security Monitoring)",Partially Achieved,"Your organisation may use threat intelligence services, but you do not necessarily choose sources or providers specifically because of your business needs, or specific threats in your sector (e.g. sector-based infoshare, software vendors, anti-virus providers, specialist threat intel firms, special interest groups)."
C,C1,Security Monitoring,C1.f,"Understanding Users and Systems Behaviour, and Threat Intelligence (within Security Monitoring)",Partially Achieved,"The user and system abnormalities from past attacks and threat intelligence, on your and other network and information systems, are used to signify adverse activity."
C,C1,Security Monitoring,C1.f,"Understanding Users and Systems Behaviour, and Threat Intelligence (within Security Monitoring)",Partially Achieved,"You receive regular updates for all of your detection security technologies (e.g. AV, IDS)."
C,C1,Security Monitoring,C1.f,"Understanding Users and Systems Behaviour, and Threat Intelligence (within Security Monitoring)",Achieved,"You track the effectiveness of your threat intelligence and actively share feedback on the usefulness of Indicators of Compromise (IoCs) and other intelligence with the threat community (e.g. sector partners, threat intelligence providers, government agencies)."
C,C1,Security Monitoring,C1.f,"Understanding Users and Systems Behaviour, and Threat Intelligence (within Security Monitoring)",Achieved,"When using threat intelligence feeds, these have been selected using risk-based and threat-informed decisions based on your business needs and sector."
C,C1,Security Monitoring,C1.f,"Understanding Users and Systems Behaviour, and Threat Intelligence (within Security Monitoring)",Achieved,"You make relevant, reliable and actionable threat intelligence available to the necessary users and systems promptly."
C,C1,Security Monitoring,C1.f,"Understanding Users and Systems Behaviour, and Threat Intelligence (within Security Monitoring)",Achieved,You contextualise threat intelligence and link it to the why and / or how attacks take place for security monitoring.
C,C1,Security Monitoring,C1.f,"Understanding Users and Systems Behaviour, and Threat Intelligence (within Security Monitoring)",Achieved,"You understand normal user and system abnormalities fully, to such an extent that searching for system abnormalities is an effective way of detecting adverse activity (e.g. you fully understand which systems should and should not communicate and when)."
C,C1,Security Monitoring,C1.f,"Understanding Users and Systems Behaviour, and Threat Intelligence (within Security Monitoring)",Achieved,The user and system abnormalities you monitor for are based on the nature of adverse activities likely to impact network and information systems supporting the operation of your essential function(s).
C,C1,Security Monitoring,C1.f,"Understanding Users and Systems Behaviour, and Threat Intelligence (within Security Monitoring)",Achieved,The user and system abnormalities indicative of adverse activity you use are regularly updated to reflect changes in network and information systems supporting your essential function(s) and current threat intelligence.
C,C1,Security Monitoring,C1.f,"Understanding Users and Systems Behaviour, and Threat Intelligence (within Security Monitoring)",Achieved,"You possess the capability to share threat intelligence (e.g. ways to effectively detect adversaries) with the threat community / defender community (sector partners, threat intelligence providers, government agencies) when required."
C,C2,Threat Hunting,C2.a,Threat Hunting,Not Achieved,You do not know the resources required for threat hunting.
C,C2,Threat Hunting,C2.a,Threat Hunting,Not Achieved,You do not have access to an effective threat hunting capability.
C,C2,Threat Hunting,C2.a,Threat Hunting,Not Achieved,Your threat hunts do not follow any structure and few if any records are created.
C,C2,Threat Hunting,C2.a,Threat Hunting,Partially Achieved,"You have identified the resources required to perform threat hunting and are able to deploy these, in a timely manner, on an occasional basis."
C,C2,Threat Hunting,C2.a,Threat Hunting,Partially Achieved,You deploy an effective threat hunting capability but not frequent enough to match the risks posed to network and information systems supporting your essential function(s) (e.g. you perform threat hunts in response to a tip off from a reputable source).
C,C2,Threat Hunting,C2.a,Threat Hunting,Partially Achieved,"Your threat hunts follow pre-determined and documented methods (e.g. hypothesis driven, data driven, entity driven) designed to identify adverse activity not detected by automated detections."
C,C2,Threat Hunting,C2.a,Threat Hunting,Partially Achieved,You document details of threat hunts and post hunt analysis.
C,C2,Threat Hunting,C2.a,Threat Hunting,Achieved,You understand the resources required to perform threat hunting and these are deployed as part of business as usual.
C,C2,Threat Hunting,C2.a,Threat Hunting,Achieved,You deploy threat hunting resources at a frequency that matches the risks posed to network and information systems supporting your essential function(s).
C,C2,Threat Hunting,C2.a,Threat Hunting,Achieved,"Your threat hunts follow pre-determined and documented methods (e.g. hypothesis driven, data driven, entity driven) designed to identify adverse activity not detected by automated detections."
C,C2,Threat Hunting,C2.a,Threat Hunting,Achieved,You turn threat hunts into automated detections and alerting where appropriate.
C,C2,Threat Hunting,C2.a,Threat Hunting,Achieved,You routinely record details of previous threat hunts and post hunt activities. You use these to drive improvements in your threat hunting and security posture.
C,C2,Threat Hunting,C2.a,Threat Hunting,Achieved,You have justified confidence in the effectiveness of your threat hunts and the threat hunting process is reviewed and updated to match the risks posed to network and information systems supporting your essential function(s).
C,C2,Threat Hunting,C2.a,Threat Hunting,Achieved,You leverage automation to improve threat hunts where appropriate (e.g. some stages of the threat hunting process are automated).
C,C2,Threat Hunting,C2.a,Threat Hunting,Achieved,"Your threat hunts focus on the tactics, techniques and procedures (TTPs) of threats over atomic IoCs (e.g. hashes, IP addresses, domain names etc)."
D,D1,Response and Recovery Planning,D1.a,Response Plan,Not Achieved,Your incident response plan is not documented.
D,D1,Response and Recovery Planning,D1.a,Response Plan,Not Achieved,Your incident response plan does not include your organisations identified essential function(s).
D,D1,Response and Recovery Planning,D1.a,Response Plan,Not Achieved,Your incident response plan is not well understood by relevant staff.
D,D1,Response and Recovery Planning,D1.a,Response Plan,Partially Achieved,Your incident response plan covers network and information systems supporting your essential function(s).
D,D1,Response and Recovery Planning,D1.a,Response Plan,Partially Achieved,Your incident response plan comprehensively covers scenarios that are focused on likely impacts of known and well understood attacks only.
D,D1,Response and Recovery Planning,D1.a,Response Plan,Partially Achieved,Your incident response plan is understood by all staff who are involved with your organisation's response function.
D,D1,Response and Recovery Planning,D1.a,Response Plan,Partially Achieved,Your incident response plan is documented and shared with all relevant stakeholders.
D,D1,Response and Recovery Planning,D1.a,Response Plan,Partially Achieved,"Your incident response plan is readily accessible, even when your organisations IT systems have been adversely affected by an incident."
D,D1,Response and Recovery Planning,D1.a,Response Plan,Partially Achieved,Your incident response plan is regularly reviewed to ensure it remains effective.
D,D1,Response and Recovery Planning,D1.a,Response Plan,Achieved,Your incident response plan is based on a clear and understanding of the security risks to network and information systems supporting your essential function(s).
D,D1,Response and Recovery Planning,D1.a,Response Plan,Achieved,"Your incident response plan is comprehensive (i.e. covers the complete lifecycle of an incident, roles and responsibilities, and reporting) and covers likely impacts of both known attack patterns and of possible attacks, previously unseen."
D,D1,Response and Recovery Planning,D1.a,Response Plan,Achieved,"Your incident response plan is documented and integrated with wider organisational business plans and supply chain response plans, as well as dependencies on supporting infrastructure (e.g. power, cooling etc)."
D,D1,Response and Recovery Planning,D1.a,Response Plan,Achieved,Your incident response plan is communicated and understood by the business areas involved with the operation of your essential function(s).
D,D1,Response and Recovery Planning,D1.b,Response and Recovery Capability,Not Achieved,Inadequate arrangements have been made to make the right resources available to implement your response plan.
D,D1,Response and Recovery Planning,D1.b,Response and Recovery Capability,Not Achieved,Your response team members are not equipped to make good response decisions and put them into effect.
D,D1,Response and Recovery Planning,D1.b,Response and Recovery Capability,Not Achieved,Inadequate back-up mechanisms exist to allow the continued operation of your essential function(s) during an incident.
D,D1,Response and Recovery Planning,D1.b,Response and Recovery Capability,Achieved,"You understand the resources that will likely be needed to carry out any required response activities, and arrangements are in place to make these resources available."
D,D1,Response and Recovery Planning,D1.b,Response and Recovery Capability,Achieved,You understand the types of information that will likely be needed to inform response decisions and arrangements are in place to make this information available.
D,D1,Response and Recovery Planning,D1.b,Response and Recovery Capability,Achieved,"Your response team members have the skills and knowledge required to decide on the response actions necessary to limit harm, and the authority to carry them out."
D,D1,Response and Recovery Planning,D1.b,Response and Recovery Capability,Achieved,"Key roles are duplicated, and operational delivery knowledge is shared with all individuals involved in the operations and recovery of the essential function(s)."
D,D1,Response and Recovery Planning,D1.b,Response and Recovery Capability,Achieved,"Back-up mechanisms are available that can be readily activated to allow continued operation of your essential function(s), although possibly at a reduced level, if primary network and information systems fail or are unavailable."
D,D1,Response and Recovery Planning,D1.b,Response and Recovery Capability,Achieved,Arrangements exist to augment your organisations incident response capabilities with external support if necessary (e.g. specialist cyber incident responders).
D,D1,Response and Recovery Planning,D1.c,Testing and Exercising,Not Achieved,"Exercises test only a discrete part of the process (e.g. that backups are working), but do not consider all areas."
D,D1,Response and Recovery Planning,D1.c,Testing and Exercising,Not Achieved,Incident response exercises are not routinely carried out or are carried out in an ad-hoc way.
D,D1,Response and Recovery Planning,D1.c,Testing and Exercising,Not Achieved,Outputs from exercises are not fed into the organisation's lessons learned process.
D,D1,Response and Recovery Planning,D1.c,Testing and Exercising,Not Achieved,Exercises do not test all parts of the response cycle.
D,D1,Response and Recovery Planning,D1.c,Testing and Exercising,Achieved,Exercise scenarios are based on incidents experienced by your and other organisations or are composed using experience or threat intelligence.
D,D1,Response and Recovery Planning,D1.c,Testing and Exercising,Achieved,"Exercise scenarios are documented, regularly reviewed, and validated."
D,D1,Response and Recovery Planning,D1.c,Testing and Exercising,Achieved,"Exercises are routinely run, with the findings documented and used to refine incident response plans and protective security, in line with the lessons learned."
D,D1,Response and Recovery Planning,D1.c,Testing and Exercising,Achieved,Exercises test all parts of your response cycle relating to your essential function(s) (e.g. restoration of normal function(s) levels).
D,D2,Lessons Learned,D2.a,Post Incident Analysis,Not Achieved,You are not usually able to resolve incidents to a root cause or identify the contributing factors within a broader systems context.
D,D2,Lessons Learned,D2.a,Post Incident Analysis,Not Achieved,You do not have a formal process for investigating causes.
D,D2,Lessons Learned,D2.a,Post Incident Analysis,Not Achieved,Investigators form theories early in the process and only seek evidence that affirms their belief.
D,D2,Lessons Learned,D2.a,Post Incident Analysis,Not Achieved,Investigations are solely focused on identifying the person(s) who can be held responsible for the incident.
D,D2,Lessons Learned,D2.a,Post Incident Analysis,Achieved,Post incident analysis is conducted routinely as a key part of your lessons learned activities following an incident.
D,D2,Lessons Learned,D2.a,Post Incident Analysis,Achieved,"Your post incident analysis is comprehensive, considering organisational factors (e.g. policies, processes and procedures), technical factors (e.g. system design, vulnerabilities), human factors (e.g. training, security culture) and any changes to threat."
D,D2,Lessons Learned,D2.a,Post Incident Analysis,Achieved,All relevant incident data is made available to the analysis team to perform post incident analysis.
D,D2,Lessons Learned,D2.a,Post Incident Analysis,Achieved,"Your analysis considers what could have happened under plausible, alternative circumstances (e.g. 'what if' / 'if only' scenarios). "
D,D2,Lessons Learned,D2.b,Using Incidents to Drive Improvements,Not Achieved,"Following incidents, lessons learned are not captured or are limited in scope."
D,D2,Lessons Learned,D2.b,Using Incidents to Drive Improvements,Not Achieved,Improvements arising from lessons learned following an incident are not implemented or not given sufficient organisational priority.
D,D2,Lessons Learned,D2.b,Using Incidents to Drive Improvements,Not Achieved,Changes are made as a 'knee jerk' reaction to an incident without proper analysis and testing to ensure the change is appropriate.
D,D2,Lessons Learned,D2.b,Using Incidents to Drive Improvements,Not Achieved,You wait until a severe or high-profile incident has occurred before you take steps to improve.
D,D2,Lessons Learned,D2.b,Using Incidents to Drive Improvements,Achieved,"You have a documented incident review process / policy which ensures that lessons learned from each incident, including near misses, are identified, captured, and acted upon. "
D,D2,Lessons Learned,D2.b,Using Incidents to Drive Improvements,Achieved,"Lessons learned cover issues with reporting, roles, governance, skills and organisational policies, processes and procedures as well as technical aspects of network and information systems."
D,D2,Lessons Learned,D2.b,Using Incidents to Drive Improvements,Achieved,"You use lessons learned to improve security measures, including updating and retesting response plans when necessary."
D,D2,Lessons Learned,D2.b,Using Incidents to Drive Improvements,Achieved,"Security improvements identified as a result of lessons learned are prioritised, with the highest priority improvements completed promptly."
D,D2,Lessons Learned,D2.b,Using Incidents to Drive Improvements,Achieved,Analysis is fed to senior management and incorporated into risk management and continuous improvement.
D,D2,Lessons Learned,D2.b,Using Incidents to Drive Improvements,Achieved,Your organisation maximises the lessons learned by using the analysis into 'what if' / 'if only' scenarios.
